Borough,BIN,BBL,House Number,Street Name,Zipcode,Building Type,Job Number,Job Type,Work Type,Permit Type,Permit Subtype,Filing Date,Issuance Date,Expiration Date,Job Start Date
MANHATTAN,1013749,1007640067,254,WEST 15 STREET,10011,2,123734735,A2,OT,EW,OT,2019-05-09,2019-05-09,2019-11-30,2019-05-09
MANHATTAN,1013749,1007640067,254,WEST 15 STREET,10011,2,123734735,A2,PL,PL,NA,2019-05-29,2019-05-29,2020-11-30,2019-05-29
MANHATTAN,1081536,1007650001,102,8 AVE,10011,2,123744225,A2,OT,EW,OT,2019-11-08,2019-11-08,2019-12-22,2019-11-08
MANHATTAN,1081536,1007650001,267,WEST 15 STREET,10011,2,123693315,A2,OT,EW,OT,2019-08-14,2019-08-14,2020-10-31,2019-08-14
MANHATTAN,1081536,1007650001,267,WEST 15 STREET,10011,2,123886553,A2,OT,EW,OT,2019-10-07,2019-10-07,2020-10-31,2019-10-07
MANHATTAN,1081536,1007650001,267,WEST 15 STREET,10011,2,123865816,A2,OT,EW,OT,2019-12-11,2019-12-11,2020-10-31,2019-12-11
MANHATTAN,1013761,1007650011,247,WEST 15TH STREET,10011,2,140701033,A2,BL,EW,BL,2017-10-03,2017-10-03,2017-11-04,2017-10-03
MANHATTAN,1013761,1007650011,247,WEST 15TH STREET,10011,2,140701033,A2,PL,PL,NA,2017-10-03,2017-10-03,2018-10-03,2017-10-03
MANHATTAN,1013786,1007650063,236,WEST 16TH STREET,10011,2,140748957,A2,OT,EW,OT,2018-03-20,2018-03-20,2018-12-16,2018-03-20
MANHATTAN,1013786,1007650063,236,WEST 16TH STREET,10011,2,140748957,A2,PL,PL,NA,2018-04-30,2018-04-30,2019-04-30,2018-04-30
MANHATTAN,1013809,1007660032,215,WEST 16 STREET,10011,2,140489790,A3,EQ,EQ,SH,2016-05-05,2016-05-05,2017-05-05,2016-05-05
MANHATTAN,1013809,1007660032,215,WEST 16 STREET,10011,2,140891550,A2,OT,EW,OT,2020-03-18,2020-03-18,2020-09-17,2020-03-18
MANHATTAN,1077311,1007660033,213,WEST 16TH ST,10011,2,122916853,A2,PL,PL,NA,2016-11-09,2016-11-09,2017-11-09,2016-11-09
MANHATTAN,1077311,1007660033,213,WEST 16TH ST,10011,2,122916853,A2,OT,EW,OT,2016-10-27,2016-10-27,2017-10-07,2016-10-27
MANHATTAN,1076136,1007680027,215,WEST 18 STREET,10011,2,140538345,A3,OT,AL,NA,2016-08-23,2016-08-23,2017-05-20,2016-08-23
MANHATTAN,1076136,1007680027,215,WEST 18 STREET,10011,2,140506021,A3,EQ,EQ,SH,2016-06-10,2016-06-10,2017-06-10,2016-06-10
MANHATTAN,1013888,1007680077,274,WEST 19TH STREET,10011,2,140822849,A2,OT,EW,OT,2019-05-22,2019-05-22,2020-01-28,2019-05-22
MANHATTAN,1013888,1007680077,274,WEST 19TH STREET,10011,2,140822849,A2,PL,PL,NA,2019-06-14,2019-06-14,2020-12-31,2019-06-14
MANHATTAN,1013973,1007690020,233,WEST 19 STREET,10011,2,140648299,A3,EQ,EQ,SH,2017-05-26,2017-05-26,2018-05-26,2017-05-26
MANHATTAN,1013973,1007690020,233,WEST 19 STREET,10011,2,123732595,A2,OT,EW,OT,2019-05-16,2019-05-16,2020-01-12,2019-05-16
MANHATTAN,1013973,1007690020,233,WEST 19 STREET,10011,2,123732595,A2,PL,PL,NA,2019-06-06,2019-06-06,2020-12-31,2019-06-06
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,140630333,A3,EQ,EQ,SH,2017-04-17,2017-04-17,2018-04-17,2017-04-17
MANHATTAN,1013984,1007690044,208,WEST 20TH STREET,10011,2,140817436,A2,PL,PL,NA,2018-11-21,2018-11-21,2019-11-21,2018-11-21
MANHATTAN,1013984,1007690044,208,WEST 20TH STREET,10011,2,140817436,A2,OT,EW,OT,2018-11-16,2018-11-16,2019-07-23,2018-11-16
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,140887280,A2,OT,EW,OT,2020-03-06,2020-03-06,2020-08-13,2020-03-06
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,140888840,A2,OT,EW,OT,2020-03-16,2020-03-16,2020-08-13,2020-03-16
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,140891266,A2,OT,EW,OT,2020-05-28,2020-05-28,2020-08-13,2020-05-28
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,123734888,A2,OT,EW,OT,2020-05-28,2020-06-13,2020-08-13,2020-06-13
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,123734888,A2,MH,EW,MH,2020-06-13,2020-06-13,2020-08-13,2020-06-13
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,123866922,A2,OT,EW,OT,2020-06-13,2020-06-18,2020-08-13,2020-06-18
MANHATTAN,1013984,1007690044,208,WEST 20 STREET,10011,2,140976665,A2,OT,EW,OT,2020-11-27,2020-11-27,2021-10-11,2020-11-27
MANHATTAN,1013987,1007690047,214,WEST 20TH STREET,10011,2,122900655,A1,EQ,EQ,FN,2016-12-16,2016-12-16,2017-12-16,2016-12-16
MANHATTAN,1013987,1007690047,214,WEST 20TH STREET,10011,2,122900655,A1,NA,AL,NA,2016-12-22,2016-12-22,2017-09-13,2016-12-22
MANHATTAN,1013987,1007690047,214,WEST 20TH STREET,10011,2,140593953,A3,EQ,EQ,SH,2017-01-13,2017-01-13,2018-01-13,2017-01-27
MANHATTAN,1013987,1007690047,214,WEST 20TH STREET,10011,2,140593999,A2,SP,EW,SP,2017-06-20,2017-06-20,2018-06-20,2017-06-20
MANHATTAN,1013987,1007690047,214,WEST 20TH STREET,10011,2,122900655,A1,PL,PL,NA,2016-12-28,2017-01-11,2018-01-11,2017-01-11
MANHATTAN,1014033,1007700035,205,WEST 20 STREET,10011,2,140519133,A3,EQ,EQ,SH,2016-07-11,2016-07-11,2017-07-11,2016-07-11
MANHATTAN,1080521,1007700037,172,7 AVENUE,10011,2,123275865,A2,FP,EW,FP,2017-11-22,2017-11-22,2018-10-01,2017-11-22
MANHATTAN,1014061,1007710004,224,8 AVENUE,10011,2,140916141,A2,OT,EW,OT,2020-07-23,2020-08-12,2021-05-01,2020-08-12
MANHATTAN,1014061,1007710004,224,8TH AVE,10011,2,140930410,A2,OT,EW,OT,2020-08-04,2020-08-19,2021-08-07,2020-08-19
MANHATTAN,1014062,1007710006,228,8 AVENUE,10011,2,140916089,A2,OT,EW,OT,2020-07-23,2020-08-12,2021-05-01,2020-08-12
MANHATTAN,1014076,1007710046,212,WEST 22 STREET,10011,2,140646095,A3,EQ,EQ,SH,2017-05-23,2017-05-23,2018-05-23,2017-05-23
MANHATTAN,1014076,1007710046,212,WEST 22ND STREET,10011,2,123027973,A2,OT,EW,OT,2017-06-23,2017-06-23,2017-11-20,2017-06-23
MANHATTAN,1014076,1007710046,212,WEST 22ND STREET,10011,2,122831276,A2,OT,EW,OT,2016-08-23,2016-08-23,2016-12-31,2016-08-23
MANHATTAN,1014076,1007710046,206,7TH AVENUE,10011,2,123204745,A2,OT,EW,OT,2018-04-20,2018-04-20,2019-01-28,2018-04-20
MANHATTAN,1014076,1007710046,206,7TH AVENUE,10011,2,123204745,A2,PL,PL,NA,2018-04-27,2018-04-27,2019-04-27,2018-04-27
MANHATTAN,1014076,1007710046,206,7TH AVENUE,10011,2,140763591,A2,MH,EW,MH,2018-05-22,2018-05-22,2019-04-29,2018-05-22
MANHATTAN,1014076,1007710046,206,7TH AVENUE,10011,2,140763662,A2,MH,EW,MH,2018-06-20,2018-06-20,2018-09-01,2018-06-20
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123158910,A2,OT,EW,OT,2019-02-15,2019-02-15,2019-12-16,2019-02-15
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123158910,A2,MH,EW,MH,2019-02-15,2019-02-15,2019-12-16,2019-02-15
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123672702,A2,OT,EW,OT,2019-02-19,2019-02-19,2019-12-16,2019-02-19
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123672702,A2,MH,EW,MH,2019-02-19,2019-02-19,2019-12-16,2019-02-19
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123158910,A2,PL,PL,NA,2019-02-19,2019-02-19,2020-02-19,2019-02-19
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123672702,A2,PL,PL,NA,2019-02-21,2019-02-21,2020-02-21,2019-02-21
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123672686,A2,OT,EW,OT,2019-04-19,2019-04-19,2019-12-16,2019-04-19
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123672686,A2,MH,EW,MH,2019-04-19,2019-04-19,2019-12-16,2019-04-19
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,123672686,A2,PL,PL,NA,2019-04-23,2019-04-23,2020-10-31,2019-04-23
MANHATTAN,1014090,1007710062,244,WEST 22 STREET,10011,2,140924980,A2,OT,EW,OT,2020-07-22,2021-01-06,2021-08-13,2021-01-06
MANHATTAN,1014148,1007730027,225,WEST 23RD  STREET,10011,2,122754787,A2,OT,EW,OT,2016-04-11,2016-04-11,2016-06-19,2016-04-11
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140263088,A2,PL,PL,NA,2016-03-17,2016-03-17,2017-03-17,2016-03-17
MANHATTAN,1014148,1007730027,225,WEST 23 ST,10011,2,122741471,A2,OT,EW,OT,2016-05-17,2016-05-17,2016-11-02,2016-05-17
MANHATTAN,1014148,1007730027,225,WEST 23RD  STREET,10011,2,122754787,A2,EQ,EQ,FN,2016-04-11,2016-04-11,2017-04-11,2016-04-11
MANHATTAN,1014148,1007730027,225,WEST 23 ST,10011,2,122983165,A3,OT,AL,NA,2017-02-16,2017-02-16,2017-11-02,2017-02-16
MANHATTAN,1014148,1007730027,225,WEST 23RD  STREET,10011,2,122945590,A2,PL,PL,NA,2016-11-23,2016-11-29,2017-11-29,2016-11-29
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140263088,A2,MH,EW,MH,2016-03-01,2016-03-01,2016-04-16,2016-03-01
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,123048040,A2,MH,EW,MH,2017-05-24,2017-06-06,2017-11-02,2017-06-06
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140263088,A2,OT,EW,OT,2016-03-01,2016-03-01,2016-04-16,2016-03-01
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140713002,A2,OT,EW,OT,2017-11-15,2017-11-15,2018-11-12,2017-11-15
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140712968,A2,OT,EW,OT,2017-11-17,2017-11-17,2018-11-12,2017-11-17
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140713002,A2,PL,PL,NA,2017-12-01,2017-12-01,2018-12-01,2017-12-01
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140712968,A2,PL,PL,NA,2017-12-04,2017-12-04,2018-12-04,2017-12-04
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140728265,A2,OT,EW,OT,2018-01-08,2018-01-08,2018-11-12,2018-01-08
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140728274,A2,OT,EW,OT,2018-01-08,2018-01-08,2018-11-12,2018-01-08
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140725561,A2,OT,EW,OT,2018-01-09,2018-01-09,2018-11-12,2018-01-09
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140726971,A2,OT,EW,OT,2018-01-11,2018-01-11,2018-11-12,2018-01-11
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140727916,A2,OT,EW,OT,2018-01-11,2018-01-11,2018-11-12,2018-01-11
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140727550,A2,OT,EW,OT,2018-01-11,2018-01-11,2018-11-12,2018-01-11
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140727916,A2,PL,PL,NA,2018-01-23,2018-01-23,2019-01-23,2018-01-23
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140727550,A2,PL,PL,NA,2018-01-23,2018-01-23,2019-01-23,2018-01-23
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140726971,A2,PL,PL,NA,2018-01-23,2018-01-23,2019-01-23,2018-01-23
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140728265,A2,PL,PL,NA,2018-01-23,2018-01-23,2019-01-23,2018-01-23
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140728274,A2,PL,PL,NA,2018-01-23,2018-01-23,2019-01-23,2018-01-23
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140725561,A2,PL,PL,NA,2018-01-23,2018-01-23,2019-01-23,2018-01-23
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140732358,A2,OT,EW,OT,2018-02-07,2018-02-08,2018-11-12,2018-02-08
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140745273,A2,OT,EW,OT,2018-03-12,2018-03-12,2018-11-12,2018-03-12
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140732358,A2,PL,PL,NA,2018-03-14,2018-03-14,2019-03-14,2018-03-14
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,123386763,A2,PL,PL,NA,2018-03-14,2018-03-14,2019-03-14,2018-03-14
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140745273,A2,PL,PL,NA,2018-03-23,2018-03-23,2019-03-23,2018-03-23
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140742187,A2,OT,EW,OT,2018-04-06,2018-04-06,2018-11-12,2018-04-06
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140742187,A2,PL,PL,NA,2018-04-16,2018-04-16,2019-04-16,2018-04-16
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140781205,A2,OT,EW,OT,2018-08-01,2018-08-01,2018-11-12,2018-08-01
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140790295,A2,OT,EW,OT,2018-08-10,2018-08-10,2018-11-12,2018-08-10
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140781205,A2,PL,PL,NA,2018-08-16,2018-08-16,2019-08-16,2018-08-16
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140790295,A2,PL,PL,NA,2018-08-16,2018-08-16,2019-08-16,2018-08-16
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140861011,A2,OT,EW,OT,2019-11-07,2019-11-07,2020-11-06,2019-11-07
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140803192,A2,OT,EW,OT,2018-10-01,2018-10-01,2018-11-12,2018-10-01
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140806331,A2,OT,EW,OT,2018-10-03,2018-10-03,2018-11-12,2018-10-03
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140803192,A2,PL,PL,NA,2018-10-15,2018-10-15,2019-10-15,2018-10-15
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140806331,A2,PL,PL,NA,2018-10-15,2018-10-15,2019-10-15,2018-10-15
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140811986,A2,OT,EW,OT,2018-10-26,2018-10-26,2019-10-26,2018-10-26
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140811995,A2,OT,EW,OT,2018-11-28,2018-11-28,2019-11-12,2018-11-28
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140811986,A2,PL,PL,NA,2018-11-29,2018-11-29,2019-11-29,2018-11-29
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140811995,A2,PL,PL,NA,2018-12-05,2018-12-05,2019-12-05,2018-12-05
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140820084,A2,OT,EW,OT,2019-01-09,2019-01-09,2019-11-12,2019-01-09
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140809329,A2,OT,EW,OT,2019-01-16,2019-01-16,2019-11-12,2019-01-16
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140809329,A2,PL,PL,NA,2019-01-28,2019-01-28,2020-01-28,2019-01-28
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140820084,A2,PL,PL,NA,2019-01-28,2019-01-28,2020-01-28,2019-01-28
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140827292,A2,OT,EW,OT,2019-01-31,2019-02-15,2019-11-12,2019-02-15
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140827292,A2,PL,PL,NA,2019-02-11,2019-02-11,2020-02-11,2019-02-11
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140827318,A2,OT,EW,OT,2019-02-15,2019-02-15,2019-11-12,2019-02-15
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140827318,A2,PL,PL,NA,2019-03-05,2019-03-05,2020-03-04,2019-03-05
MANHATTAN,1014148,1007730027,225,WEST 23 STREET,10011,2,140828772,A2,OT,EW,OT,2019-03-09,2019-03-09,2019-11-12,2019-03-09
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140847270,A2,OT,EW,OT,2019-05-22,2019-05-22,2019-06-27,2019-05-22
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140879137,A2,OT,EW,OT,2019-12-03,2019-12-03,2020-11-12,2019-12-03
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140881160,A2,OT,EW,OT,2020-02-18,2020-02-18,2020-11-12,2020-02-18
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140847270,A2,PL,PL,NA,2019-05-30,2019-05-30,2020-11-30,2019-05-30
MANHATTAN,1014148,1007730027,225,WEST 23RD STREET,10011,2,140922170,A2,OT,EW,OT,2020-07-14,2020-07-14,2020-11-12,2020-07-14
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140263104,A2,MH,EW,MH,2016-03-01,2016-03-01,2016-04-16,2016-03-01
MANHATTAN,1014159,1007730056,220,WEST 24TH ST,10011,2,122756927,A2,OT,EW,OT,2016-04-11,2016-04-11,2016-06-19,2016-04-11
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140263104,A2,PL,PL,NA,2016-03-17,2016-03-17,2017-03-17,2016-03-17
MANHATTAN,1014159,1007730056,220,WEST 24TH ST,10011,2,122756927,A2,EQ,EQ,FN,2016-04-11,2016-04-11,2017-04-11,2016-04-11
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,122672517,A2,BL,EW,BL,2016-05-26,2016-08-24,2017-03-18,2016-08-24
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,122672517,A2,PL,PL,NA,2016-05-26,2016-08-24,2017-08-24,2016-08-24
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140872134,A2,OT,EW,OT,2019-10-09,2019-10-09,2019-11-12,2019-10-09
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140263104,A2,OT,EW,OT,2016-03-01,2016-03-01,2016-04-16,2016-03-01
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140728283,A2,OT,EW,OT,2018-02-08,2018-02-08,2018-07-14,2018-02-08
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140727060,A2,OT,EW,OT,2018-02-14,2018-02-20,2018-11-12,2018-02-20
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140727060,A2,PL,PL,NA,2018-02-14,2018-03-16,2019-03-16,2018-03-16
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140727088,A2,OT,EW,OT,2018-02-13,2018-02-20,2018-11-12,2018-02-20
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140732189,A2,OT,EW,OT,2018-02-22,2018-02-22,2018-07-14,2018-02-22
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140732189,A2,PL,PL,NA,2018-02-22,2018-04-06,2019-04-06,2018-04-06
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140727104,A2,OT,EW,OT,2018-02-13,2018-03-07,2018-11-12,2018-03-07
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,123386754,A2,OT,EW,OT,2018-03-14,2018-04-02,2018-07-01,2018-04-02
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,123386754,A2,FB,EW,FB,2018-03-14,2018-04-02,2018-07-01,2018-04-02
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140727088,A2,PL,PL,NA,2018-03-05,2018-03-19,2019-03-19,2018-03-19
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140728283,A2,PL,PL,NA,2018-02-08,2018-03-28,2019-03-28,2018-03-28
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,123386754,A2,PL,PL,NA,2018-03-14,2018-04-02,2019-04-02,2018-04-02
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140746138,A2,OT,EW,OT,2018-04-02,2018-04-02,2018-11-12,2018-04-02
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140746138,A2,PL,PL,NA,2018-04-16,2018-04-16,2019-04-16,2018-04-16
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140727104,A2,PL,PL,NA,2018-04-16,2018-04-16,2019-04-16,2018-04-16
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140741071,A2,OT,EW,OT,2018-05-15,2018-05-15,2018-11-12,2018-05-15
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140746361,A2,OT,EW,OT,2018-05-15,2018-05-15,2018-11-12,2018-05-15
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140741071,A2,PL,PL,NA,2018-05-24,2018-05-24,2019-05-24,2018-05-24
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140746361,A2,PL,PL,NA,2018-05-24,2018-05-24,2019-05-24,2018-05-24
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140770967,A2,OT,EW,OT,2018-06-04,2018-06-04,2018-11-12,2018-06-04
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140770967,A2,PL,PL,NA,2018-06-28,2018-06-28,2019-06-28,2018-06-28
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140773651,A2,OT,EW,OT,2018-07-10,2018-07-10,2018-11-12,2018-07-10
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,140773651,A2,PL,PL,NA,2018-07-17,2018-07-17,2019-07-17,2018-07-17
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140782464,A2,OT,EW,OT,2018-07-24,2018-07-25,2018-11-12,2018-07-25
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140782464,A2,PL,PL,NA,2018-08-01,2018-08-01,2019-08-01,2018-08-01
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140786781,A2,OT,EW,OT,2018-08-11,2018-08-14,2018-11-12,2018-08-14
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140786781,A2,PL,PL,NA,2018-08-16,2018-08-16,2019-08-16,2018-08-16
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140786326,A2,OT,EW,OT,2018-09-07,2018-09-07,2018-11-12,2018-09-07
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140786326,A2,PL,PL,NA,2018-09-24,2018-09-24,2019-09-24,2018-09-24
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140803156,A2,OT,EW,OT,2018-10-01,2018-10-01,2018-11-12,2018-10-01
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140803129,A2,OT,EW,OT,2018-10-01,2018-10-01,2018-11-12,2018-10-01
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140803218,A2,OT,EW,OT,2018-10-01,2018-10-01,2018-11-12,2018-10-11
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140806251,A2,OT,EW,OT,2018-10-04,2018-10-04,2018-11-12,2018-10-04
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140806313,A2,OT,EW,OT,2018-10-18,2018-10-18,2018-11-12,2018-10-18
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140803129,A2,PL,PL,NA,2018-11-07,2018-11-07,2019-11-07,2018-11-07
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140803218,A2,PL,PL,NA,2018-11-07,2018-11-07,2019-11-07,2018-11-07
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140803156,A2,PL,PL,NA,2018-11-07,2018-11-07,2019-11-07,2018-11-07
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140873632,A2,OT,EW,OT,2019-11-14,2019-11-14,2020-11-12,2019-11-14
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,123494389,A2,OT,EW,OT,2018-11-14,2018-11-14,2019-06-30,2018-11-14
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,123494389,A2,MH,EW,MH,2018-11-14,2018-11-14,2019-06-30,2018-11-14
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140806279,A2,OT,EW,OT,2018-11-20,2018-11-20,2019-11-12,2018-11-20
MANHATTAN,1014159,1007730056,220,WEST 24 STREET,10011,2,123494389,A2,PL,PL,NA,2018-11-27,2018-11-27,2019-11-27,2018-11-27
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140806251,A2,PL,PL,NA,2018-11-29,2018-11-29,2019-11-29,2018-11-29
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140802683,A2,PL,PL,NA,2018-11-29,2018-11-29,2019-11-29,2018-11-29
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140806313,A2,PL,PL,NA,2018-11-29,2018-11-29,2019-11-29,2018-11-29
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140806279,A2,PL,PL,NA,2018-12-05,2018-12-05,2019-12-05,2018-12-05
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140820477,A2,OT,EW,OT,2018-12-05,2018-12-05,2019-11-12,2018-12-05
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140820477,A2,PL,PL,NA,2018-12-13,2018-12-13,2019-12-13,2018-12-13
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140823704,A2,OT,EW,OT,2019-01-16,2019-01-16,2019-11-12,2019-01-16
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140828460,A2,OT,EW,OT,2019-01-29,2019-01-29,2019-11-12,2019-01-29
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140823704,A2,PL,PL,NA,2019-01-17,2019-02-06,2020-02-06,2019-02-06
MANHATTAN,1014159,1007730056,220,WEST 24TH STREET,10011,2,140827336,A2,OT,EW,OT,2019-02-07,2019-02-07,2019-11-12,2019-02-07
