bbl,longitude,latitude,housenum_lo,street_name
2049990066,-73.8555065,40.8951191,718,EAST 236 STREET
2049990068,-73.855098,40.8949978,730,EAST 236 STREET
2050190005,-73.8453288,40.8963712,4233,BAYCHESTER AVENUE
2050340028,-73.8591381,40.8967649,4305,CARPENTER AVENUE
2050380032,-73.8578696,40.8962775,651,EAST 236 STREET
2050390035,-73.8565139,40.895941,693,EAST 236 STREET
2050390067,-73.8562504,40.8973295,4354,RICHARDSON AVENUE
2050400034,-73.8565289,40.8990123,4389,MATILDA AVENUE
2050410026,-73.8559833,40.8987646,660,NEREID AVENUE
2050420025,-73.8552602,40.8985936,676,NEREID AVENUE
2050430001,-73.855386,40.8956377,4305,FURMAN AVENUE
2050460001,-73.8543264,40.8972173,4359,FURMAN AVENUE
2050470006,-73.8539577,40.8970988,4360,FURMAN AVENUE
2050470014,-73.8535951,40.8974936,4382,FURMAN AVENUE
2050470023,-73.8533666,40.8977842,4396,FURMAN AVENUE
2050480034,-73.853148,40.896837,4364,BYRON AVENUE
2050500059,-73.8510905,40.8965599,4341,GUNTHER AVENUE
2050500061,-73.8510401,40.8964281,4337,GUNTHER AVENUE
2050560071,-73.8455158,40.8968545,4303,BAYCHESTER AVENUE
2050570027,-73.8455546,40.8988225,4360,BAYCHESTER AVENUE
2050670040,-73.8551687,40.9007398,4459,MATILDA AVENUE
2050710052,-73.852722,40.8980771,745,NEREID AVENUE
2050790026,-73.8531613,40.9039074,4632,CARPENTER AVENUE
2050810066,-73.852088,40.9018063,4563,WHITE PLAINS ROAD
2050900010,-73.8503951,40.8985407,4400,WICKHAM AVENUE
2050900019,-73.8501333,40.8991469,4524,BARNES AVENUE
2051030052,-73.8519515,40.9062498,4765,CARPENTER AVENUE
2051050067,-73.8516425,40.9052887,4737,MATILDA AVENUE
2051060051,-73.850368,40.9057592,660,EAST 242 STREET
2051070003,-73.8498514,40.9054374,4769,WHITE PLAINS ROAD
2051070010,-73.8500297,40.9049847,4753,WHITE PLAINS ROAD
2051070030,-73.8501652,40.9042768,4727,WHITE PLAINS ROAD
2051120014,-73.8492841,40.903573,715,CRANFORD AVENUE
2051150001,-73.8478,40.9055362,735,EAST 242 STREET
2051150024,-73.8489353,40.9058396,707,EAST 242 STREET
2051180046,-73.8466278,40.9040169,834,PENFIELD STREET
2053310028,-73.8329348,40.8366375,1255,PURITAN AVENUE
2053500036,-73.8359479,40.8384808,2764,LATTING STREET
2053710060,-73.8363121,40.8387804,3080,EAST TREMONT AVENUE
2053830034,-73.8349581,40.8412048,2854,WELLMAN AVENUE
2053840010,-73.8367094,40.8418167,1534,ERICSON PLACE
2053850013,-73.8362198,40.8425159,2816,ROEBLING AVENUE
2053860017,-73.8358856,40.8432235,2820,MIDDLETOWN ROAD
2053880009,-73.8344558,40.8426231,1564,MAYFLOWER AVENUE
2053940001,-73.8327048,40.8433013,1580,EDISON AVENUE
2053940014,-73.8322933,40.8431058,1527,PLYMOUTH AVENUE
2053960001,-73.8308827,40.8435182,1544,GILLESPIE AVENUE
2054190127,-73.8268576,40.8333486,1075,EDISON AVENUE
2055190091,-73.8070165,40.8215834,280,LONGSTREET AVENUE
2055190119,-73.8067861,40.8213003,270,LONGSTREET AVENUE
2056060001,-73.8248004,40.8131608,2631,SCHURZ AVENUE
2056060123,-73.8232953,40.8139956,224,BUTTRICK AVENUE
2056250065,-73.7870448,40.8403798,30,PILOT STREET
2057000087,-73.9065672,40.8778665,226,KIMBERLY PLACE
2057010113,-73.9059368,40.8786893,3054,GODWIN TERRACE
2057010117,-73.9057847,40.8789006,3058,GODWIN TERRACE
2057030160,-73.907142,40.8780151,231,WEST 230 STREET
2057030165,-73.9074273,40.8782349,239,WEST 230 STREET
2057030168,-73.9074523,40.8785039,3000,KINGSBRIDGE AVENUE
2057030175,-73.9071336,40.8788028,3024,KINGSBRIDGE AVENUE
2057030179,-73.9069308,40.8790278,3034,KINGSBRIDGE AVENUE
2057030183,-73.9067497,40.8792252,3044,KINGSBRIDGE AVENUE
2057030186,-73.9065433,40.8794529,3052,KINGSBRIDGE AVENUE
2057030203,-73.9066238,40.878753,3033,GODWIN TERRACE
2057030209,-73.9069245,40.8783635,3025,GODWIN TERRACE
2057040050,-73.9052956,40.8795314,224,"NAPLES TERRACE"
2057050025,-73.9046762,40.8801979,3136,GODWIN TERRACE
2057050036,-73.90489,40.8799154,225,"NAPLES TERRACE"
2057060001,-73.9060978,40.8799218,3104,KINGSBRIDGE AVENUE
2057060007,-73.9057654,40.8797624,231,WEST 231 STREET
2057070010,-73.9056995,40.8803195,3120,KINGSBRIDGE AVENUE
2057070013,-73.9054423,40.880602,3140,KINGSBRIDGE AVENUE
2057070020,-73.9051352,40.880448,3135,GODWIN TERRACE
2057070040,-73.9053778,40.8801628,233,"NAPLES TERRACE"
2057150180,-73.9085466,40.8821278,3174,RIVERDALE AVENUE
2057160287,-73.9227606,40.8805188,2475,PALISADE AVENUE
2057230100,-73.9185265,40.8771921,500,KAPPOCK STREET
2057320924,-73.9163552,40.8813323,2700,HENRY HUDSON PKWY E
2057320941,-73.9157,40.8818725,2728,HENRY HUDSON PKWY E
2057460567,-73.9179608,40.8814103,2675,HENRY HUDSON PKWY W
2057470628,-73.9168241,40.882318,2727,HENRY HUDSON PKWY W
2057540001,-73.9050222,40.8810216,3204,KINGSBRIDGE AVENUE
2057540005,-73.9047796,40.8812712,3214,KINGSBRIDGE AVENUE
2057540072,-73.9043713,40.8810293,222,WEST 233 STREET
2057540090,-73.9045597,40.8807632,225,WEST 232 STREET
2057550019,-73.9043921,40.8816139,233,WEST 233 STREET
2057550025,-73.9042256,40.8817812,3240,KINGSBRIDGE AVENUE
2057550028,-73.9041169,40.8818936,3246,KINGSBRIDGE AVENUE
2057550056,-73.9039838,40.881383,217,WEST 233 STREET
2057590573,-73.9065001,40.8844674,3411,IRWIN AVENUE
2057600100,-73.9034255,40.8823679,3410,KINGSBRIDGE AVENUE
2057600112,-73.9029405,40.8826722,3424,KINGSBRIDGE AVENUE
2057600150,-73.9019737,40.8834728,5753,BROADWAY
2057610444,-73.9037425,40.88323,3425,KINGSBRIDGE AVENUE
2057660775,-73.9026056,40.8841595,3605,KINGSBRIDGE AVENUE
2057690132,-73.9038929,40.8867323,3660,WALDO AVENUE
2057710057,-73.9061034,40.8862291,3615,GREYSTONE AVENUE
2057730290,-73.9013195,40.8856515,275,WEST 238 STREET
2057760605,-73.9001427,40.8890594,4568,MANHATTAN COLLEGE PY
2057760612,-73.8997878,40.8893034,4582,MANHATTAN COLLEGE PY
2057760614,-73.899531,40.8893471,226,WEST 242 STREET
2057790810,-73.9049913,40.887499,3804,GREYSTONE AVENUE
2057800940,-73.9042403,40.8891452,3900,GREYSTONE AVENUE
2057811100,-73.9075804,40.8903748,3900,HENRY HUDSON PKWY E
2057840340,-73.9077832,40.8849597,500,WEST 235 STREET
2057870137,-73.9110893,40.884471,3220,NETHERLAND AVENUE
2057870154,-73.910748,40.8855055,3300,NETHERLAND AVENUE
2057910388,-73.9076523,40.8854838,511,WEST 235 STREET
2057920430,-73.9083024,40.8861321,530,WEST 236 STREET
2057930467,-73.9090798,40.8862343,3555,OXFORD AVENUE
2057950537,-73.9108841,40.8865047,3555,NETHERLAND AVENUE
2057960117,-73.9080662,40.8869416,3620,OXFORD AVENUE
2057960129,-73.9084556,40.8878147,3660,OXFORD AVENUE
2057980077,-73.9090935,40.8868134,545,WEST 236 STREET
2057980086,-73.9090888,40.887549,3640,JOHNSON AVENUE
2058011054,-73.8990602,40.8897446,215,WEST 242 STREET
2058011057,-73.8993133,40.8897805,4652,MANHATTAN COLLEGE PY
2058011060,-73.8989695,40.8899641,4660,MANHATTAN COLLEGE PY
2058141155,-73.8973877,40.8954247,210,WEST 251 STREET
2058141191,-73.8969544,40.8949494,6155,BROADWAY
2058141195,-73.8970021,40.8945515,6141,BROADWAY
2058141202,-73.8968687,40.8942605,6125,BROADWAY
2058141225,-73.8971606,40.8926002,6063,BROADWAY
2058251501,-73.897633,40.895853,221,WEST 251 STREET
2058251554,-73.8974179,40.8969809,6225,BROADWAY
2058251572,-73.8971552,40.8961298,6211,BROADWAY
2058271620,-73.8982885,40.8953706,244,FIELDSTON TERRACE
2058343001,-73.8974305,40.8981886,6255,BROADWAY
2058353057,-73.8979095,40.8995723,5282,POST ROAD
2058451799,-73.9009622,40.902177,5400,FIELDSTON ROAD
2058600230,-73.9012827,40.9055751,5804,TYNDALL AVENUE
2058640500,-73.8972259,40.9065267,215,WEST 259 STREET
2058640516,-73.8968957,40.9071824,6555,BROADWAY
2058741028,-73.8969612,40.909252,6629,BROADWAY
2058811086,-73.8971915,40.9100811,6655,BROADWAY
2059030283,-73.9125789,40.8875187,3611,HENRY HUDSON PKWY W
2059040267,-73.9109418,40.8893208,600,WEST 239 STREET
2059070348,-73.9118318,40.8891266,3725,BLACKSTONE AVENUE
2059070352,-73.9124248,40.8891819,3800,INDEPENDENCE AVENUE
2059090163,-73.9102061,40.8904345,3950,BLACKSTONE AVENUE
2059200670,-73.916081,40.8894591,3801,HUDSON MANOR TERRACE
2059500429,-73.9058582,40.9035973,5530,NETHERLAND AVENUE
2059500430,-73.9068636,40.9037793,5535,NETHERLAND AVENUE
3000180001,-73.9880006,40.7041321,135,PLYMOUTH STREET
3000280005,-73.9891945,40.7036546,25,WASHINGTON STREET
3000360016,-73.9914271,40.7030427,66,WATER STREET
3000410007,-73.9863598,40.7029708,57,JAY STREET
3000410017,-73.9851841,40.7027182,220,WATER STREET
3000420018,-73.9834565,40.7027975,254,WATER STREET
3000510012,-73.9894039,40.7022438,65,WASHINGTON STREET
3000530009,-73.9874275,40.7022354,126,FRONT STREET
3000560002,-73.9824398,40.7015897,109,GOLD STREET
3000560003,-73.9824793,40.7019602,99,GOLD STREET
3001070047,-73.986094,40.6979232,133,CONCORD STREET
3001080012,-73.9843845,40.6982084,180,"NASSAU STREET"
3001220005,-73.9827441,40.6962869,277,GOLD STREET
3001220013,-73.9827619,40.6969758,257,GOLD STREET
3001340001,-73.9828454,40.6950105,309,GOLD STREET
3001480001,-73.9859544,40.692741,111,LAWRENCE STREET
3001640034,-73.9861426,40.6895599,204,LIVINGSTON STREET
3001670016,-73.9804027,40.6873303,358,LIVINGSTON STREET
3001710049,-73.9853965,40.6881929,335,STATE STREET
3001720064,-73.9837488,40.6875531,375,STATE STREET
3001760049,-73.9882919,40.6885665,309,ATLANTIC AVENUE
3001770034,-73.9848198,40.6871965,397,ATLANTIC AVENUE
3001800065,-73.9804212,40.6854803,515,ATLANTIC AVENUE
3001810031,-73.9900299,40.6883855,267,PACIFIC STREET
3001820039,-73.9879098,40.6875537,317,PACIFIC STREET
3001820057,-73.9892547,40.6880973,103,SMITH STREET
3001850039,-73.9816869,40.6851402,485,PACIFIC STREET
3001870012,-73.9906934,40.688188,250,PACIFIC STREET
3001870014,-73.990542,40.6881303,256,PACIFIC STREET
3001870016,-73.9903869,40.6880699,260,PACIFIC STREET
3001920024,-73.9797474,40.6839075,532,PACIFIC STREET
3001930031,-73.9906972,40.6870653,67,BERGEN STREET
3001930035,-73.9909423,40.6871944,57,BERGEN STREET
3001980021,-73.9805769,40.6834245,334,DEAN STREET
3002080506,-73.9978579,40.6954318,6,MONTAGUE TERRACE
3002160014,-73.9929025,40.7001416,58,MIDDAGH STREET
3002200016,-73.9941432,40.6994472,35,ORANGE STREET
3002210020,-73.9924698,40.6992824,80,CRANBERRY STREET
3002260004,-73.9938908,40.6987885,89,HICKS STREET
3002340043,-73.9957553,40.6980804,12,CLARK STREET
3002340050,-73.9959357,40.6977044,112,WILLOW STREET
3002360007,-73.9944789,40.6958598,75,PIERREPONT STREET
3002360101,-73.994403,40.6977235,50,CLARK STREET
3002360135,-73.9939523,40.6961178,152,HENRY STREET
3002430032,-73.9936531,40.6951434,98,PIERREPONT STREET
3002480034,-73.9946953,40.6946659,120,MONTAGUE STREET
3002490026,-73.9941797,40.6945231,130,MONTAGUE STREET
3002490029,-73.9939236,40.6944517,136,MONTAGUE STREET
3002490030,-73.9937902,40.6944215,138,MONTAGUE STREET
3002490034,-73.9935017,40.6943364,146,MONTAGUE STREET
3002530007,-73.9956583,40.6935021,99,JORALEMON STREET
3002540071,-73.9939345,40.6936475,120,REMSEN STREET
3002540075,-73.9936316,40.6935734,128,REMSEN STREET
3002540081,-73.9930655,40.6934608,142,REMSEN STREET
3002580017,-73.9988677,40.6933512,10,COLUMBIA PLACE
3002580048,-73.9990516,40.6927227,42,COLUMBIA PLACE
3002590008,-73.9986081,40.6926458,43,COLUMBIA PLACE
3002610030,-73.9962857,40.6930904,8,GARDEN PLACE
3002630019,-73.9952473,40.6922038,277,HENRY STREET
3002650006,-73.9920018,40.6920637,59,LIVINGSTON STREET
3002680039,-73.9922471,40.6916245,54,LIVINGSTON STREET
3002690016,-73.9910284,40.6910096,61,SCHERMERHORN STREET
3002690033,-73.9907759,40.6911853,86,LIVINGSTON STREET
3002760007,-73.9932389,40.6901808,189,ATLANTIC AVENUE
3002840017,-73.9968123,40.6906503,94,ATLANTIC AVENUE
3003020039,-73.9939748,40.6872769,196,COURT STREET
3003020040,-73.9940108,40.6872083,198,COURT STREET
3003060024,-73.996113,40.6872358,286,CLINTON STREET
3003060026,-73.9961635,40.687126,290,CLINTON STREET
3003090035,-74.0001226,40.6875598,115,KANE STREET
3003110036,-73.9968053,40.6864783,197,KANE STREET
3003120032,-73.9945302,40.6858222,240,COURT STREET
3003190030,-74.0013522,40.6871782,131,COLUMBIA STREET
3003260046,-73.994999000000007,40.6849631,268,COURT STREET
3003390008,-73.9973283,40.6834289,383,CLINTON STREET
3003490025,-74.0004723,40.6825259,546,HENRY STREET
3003510007,-73.9980206,40.6820483,230,PRESIDENT STREET
3003730043,-74.0010708,40.6780876,105,LUQUER STREET
3003740017,-73.9993006,40.6778954,70,4 PLACE
3003760021,-74.0014637,40.6776402,100,LUQUER STREET
3003760023,-74.0011753,40.6776841,108,LUQUER STREET
3003850029,-73.9890784,40.6859289,122,BERGEN STREET
3003890005,-73.9817776,40.6830871,101,3 AVENUE
3003900026,-73.9920963,40.6863024,40,WYCKOFF STREET
3003950054,-73.9816085,40.6819068,565,WARREN STREET
3004070026,-73.9813637,40.680496,126,4 AVENUE
3004090006,-73.9921362,40.6837937,231,SMITH STREET
3004280015,-73.9949559,40.6826026,326,SACKETT STREET
3004280049,-73.9946891,40.6821772,329,UNION STREET
3004360020,-73.993193,40.6810572,356,UNION STREET
3004360022,-73.9930776,40.6810105,360,UNION STREET
3004360026,-73.9928,40.6809035,368,UNION STREET
3004530035,-73.9873745,40.6771701,462,CARROLL STREET
3004590024,-73.9958178,40.6793885,360,SMITH STREET
3004670046,-73.9974547,40.6780052,111,4 PLACE
3004700008,-73.9978729,40.6775715,451,COURT STREET
3005800025,-74.0065648,40.674069,82,LORRAINE STREET
3006300015,-73.9949824,40.6655027,140,17 STREET
3006300017,-73.9948238,40.6655054,144,17 STREET
3006300018,-73.9947301,40.6654532,146,17 STREET
3006370073,-73.9942617,40.6630406,189,20 STREET
3006370077,-73.9944347,40.6631449,185,20 STREET
3006420024,-73.9968028,40.6631093,150,21 STREET
3006420033,-73.9962622,40.6627387,168,21 STREET
3006430005,-73.9956783,40.6623023,683,4 AVENUE
3006490001,-73.9966948,40.6610425,725,4 AVENUE
3006490035,-73.9950621,40.6601641,726,5 AVENUE
3006570018,-74.0001406,40.6605677,158,26 STREET
3006580008,-73.9984105,40.6596481,767,4 AVENUE
3006650001,-73.9999279,40.6582593,171,29 STREET
3006650073,-73.9997874,40.6581715,173,29 STREET
3006690052,-73.9991026,40.656843,209,30 STREET
3006690055,-73.9992431,40.6569281,205,30 STREET
3006690058,-73.9993837,40.6570132,203,30 STREET
3006690062,-73.9995243,40.6570983,199,30 STREET
3006760011,-74.0033375,40.657982,122,31 STREET
3006770006,-74.0014561,40.6567963,170,31 STREET
3006770008,-74.0013083,40.6567085,174,31 STREET
3006840022,-74.0038456,40.6564147,136,33 STREET
3007080034,-74.0067933,40.6527558,366,39 STREET
3007090058,-74.0057121,40.6517183,417,40 STREET
3007120037,-74.0092765,40.6534007,4002,3 AVENUE
3007140044,-74.0051642,40.6504613,4018,5 AVENUE
3007180035,-74.0080185,40.6516468,362,41 STREET
3007180039,-74.0077735,40.6515673,366,41 STREET
3007180043,-74.0080221,40.6513257,4112,4 AVENUE
3007190033,-74.0059282,40.6503816,460,41 STREET
3007190051,-74.0059318,40.6500303,467,42 STREET
3007230021,-74.0093628,40.6515424,332,42 STREET
3007230065,-74.0096979,40.6513914,327,43 STREET
3007240039,-74.005975,40.6496296,4202,5 AVENUE
3007280065,-74.0104474,40.6509248,321,44 STREET
3007320050,-74.0004612,40.6449032,773,44 STREET
3007320053,-74.0006306,40.6450047,761,44 STREET
3007330001,-73.9998306,40.644453,4317,8 AVENUE
3007330031,-73.9982595,40.6439288,862,43 STREET
3007330038,-73.997856,40.6436872,874,43 STREET
3007330055,-73.9986559,40.6438108,851,44 STREET
3007400001,-74.0047747,40.6465966,609,45 STREET
3007470048,-74.0084109,40.6478672,461,46 STREET
3007480053,-74.0063531,40.646635,557,46 STREET
3007480055,-74.0064864,40.6467118,553,46 STREET
3007480057,-74.0066126,40.6467914,545,46 STREET
3007490005,-74.0051278,40.6462535,4513,6 AVENUE
3007490035,-74.0034594,40.6452462,672,45 STREET
3007500034,-74.001427,40.6440166,768,45 STREET
3007500048,-74.0017693,40.6438684,759,46 STREET
3007580001,-74.0060323,40.6453971,4623,6 AVENUE
3007600036,-73.9997189,40.6418976,4600,9 AVENUE
3007640037,-74.011301,40.6481717,4706,4 AVENUE
3007660004,-74.0086161,40.6463576,4711,5 AVENUE
3007670038,-74.0045944,40.6441071,4710,7 AVENUE
3007670043,-74.004825,40.6438848,4714,7 AVENUE
3007690011,-74.0015494,40.6422654,816,47 STREET
3007690036,-74.000191,40.6414448,880,47 STREET
3007690047,-74.0007026,40.6413981,861,48 STREET
3007730044,-74.0121802,40.6473262,4820,4 AVENUE
3007740002,-74.0115279,40.6469969,4819,4 AVENUE
3007740004,-74.0114414,40.6470792,4815,4 AVENUE
3007750082,-74.0091854,40.6456055,515,49 STREET
3007760045,-74.0054916,40.6432425,4824,7 AVENUE
3007780070,-74.0024863,40.6415655,815,49 STREET
3007830026,-74.0108647,40.6460665,450,49 STREET
3007830028,-74.0107421,40.6459924,454,49 STREET
3007830030,-74.0106196,40.6459183,460,49 STREET
3007840041,-74.0080285,40.6442469,4910,6 AVENUE
3007840043,-74.0081185,40.6441618,4916,6 AVENUE
3007850037,-74.0057294,40.6430119,4902,7 AVENUE
3007900012,-74.0144396,40.6473067,314,50 STREET
3007930038,-74.0066553,40.6421253,5026,7 AVENUE
3007930047,-74.0072824,40.6426358,649,51 STREET
3007980001,-74.0152935,40.64656,313,52 STREET
3007980017,-74.0146989,40.6465574,330,51 STREET
3008020056,-74.0054913,40.6406404,753,52 STREET
3008060012,-74.0156178,40.6462004,314,52 STREET
3008070024,-74.0128247,40.6445127,438,52 STREET
3008080007,-74.0114264,40.6436565,5205,5 AVENUE
3008080009,-74.0113363,40.6437416,5203,5 AVENUE
3008080025,-74.0104174,40.6430665,548,52 STREET
3008080037,-74.0096246,40.6427152,5202,6 AVENUE
3008080038,-74.0097038,40.6426383,5206,6 AVENUE
3008100065,-74.0064678,40.640322,737,53 STREET
3008140041,-74.0148643,40.6447266,5310,4 AVENUE
3008150013,-74.0139669,40.6442957,414,53 STREET
3008150029,-74.0130948,40.6437661,452,53 STREET
3008150031,-74.0129795,40.6436975,456,53 STREET
3008170037,-74.0080028,40.6408242,5302,7 AVENUE
3008220039,-74.015556,40.6440732,5416,4 AVENUE
3008220041,-74.0156713,40.6439607,5422,4 AVENUE
3008250001,-74.0106296,40.6410133,5419,6 AVENUE
3008260002,-74.008363,40.6396905,5413,7 AVENUE
3008260005,-74.0081685,40.6398799,702,54 STREET
3008290020,-74.0190013,40.6454094,246,55 STREET
3008320027,-74.0121106,40.6413481,550,55 STREET
3008380035,-74.0164891,40.6431783,5602,4 AVENUE
3008390001,-74.0162583,40.6424509,5623,4 AVENUE
3008390008,-74.0159341,40.6427612,5605,4 AVENUE
3008390062,-74.0155303,40.6421436,433,57 STREET
3008390064,-74.0156601,40.6422232,427,57 STREET
3008390066,-74.0157934,40.6423028,423,57 STREET
3008400027,-74.0126943,40.6407881,552,56 STREET
3008400045,-74.0123482,40.6400909,5624,6 AVENUE
3008410010,-74.0114546,40.6401761,5601,6 AVENUE
3008410033,-74.0101501,40.639254,666,56 STREET
3008420012,-74.0091376,40.6386392,714,56 STREET
3008460011,-74.0185286,40.6434003,314,57 STREET
3008460065,-74.0186439,40.6431066,317,58 STREET
3008480050,-74.0132526,40.6398575,559,58 STREET
3008480054,-74.0134796,40.639992,553,58 STREET
3008500071,-74.0098328,40.637791,717,58 STREET
3008540034,-74.0179229,40.6421213,366,58 STREET
3008570001,-74.0130109,40.6386745,605,59 STREET
3008580001,-74.0107552,40.6374396,705,59 STREET
3008580049,-74.0092309,40.636512,769,59 STREET
3008660001,-74.0114072,40.6368137,5921,7 AVENUE
3008660071,-74.0108883,40.6366052,723,60 STREET
3008680056,-73.9874712,40.6616786,15,CALDER PLACE
3008700032,-73.9824906,40.6589826,470,PROSPECT AVENUE
3008790013,-73.991371,40.662571,252,18 STREET
3008850019,-73.9916018,40.6617943,260,19 STREET
3008860048,-73.9885493,40.6594802,367,20 STREET
3008990022,-73.9931014,40.6599663,266,22 STREET
3008990049,-73.9928528,40.6594558,281,23 STREET
3009030168,-74.0035534,40.6512079,889,5 AVENUE
3009030170,-74.0034813,40.6512793,887,5 AVENUE
3009030172,-74.003402,40.6513561,881,5 AVENUE
3009130032,-74.0022055,40.6499645,576,39 STREET
3009140001,-74.0018595,40.6493909,601,40 STREET
3009140030,-74.0002162,40.6487569,666,39 STREET
3009150038,-73.9980072,40.6469837,3920,8 AVENUE
3009170021,-74.0036362,40.6499124,540,40 STREET
3009170025,-74.0033551,40.6497422,550,40 STREET
3009170056,-74.0039389,40.6497339,533,41 STREET
3009180012,-74.0019244,40.6488831,614,40 STREET
3009200011,-73.9976289,40.6462865,814,40 STREET
3009220002,-74.0008468,40.6469288,4121,7 AVENUE
3009220006,-74.0006378,40.6471265,4109,7 AVENUE
3009220008,-74.0005369,40.6472253,4103,7 AVENUE
3009230037,-73.9967605,40.6447385,4114,9 AVENUE
3009230048,-73.9971172,40.6447083,869,42 STREET
3009230050,-73.9972902,40.6448126,859,42 STREET
3009230054,-73.997474,40.6449251,855,42 STREET
3009230056,-73.9976145,40.6450102,849,42 STREET
3009240002,-74.001427,40.6463662,4219,7 AVENUE
3009250019,-73.9983676,40.6449087,832,42 STREET
3009250021,-73.9982271,40.6448236,838,42 STREET
3009250024,-73.998083,40.6447357,844,42 STREET
3009250027,-73.9979424,40.6446507,850,42 STREET
3009250033,-73.9975893,40.6444366,864,42 STREET
3009250035,-73.9974776,40.6443679,870,42 STREET
3009250037,-73.9972073,40.644313,874,42 STREET
3009250042,-73.9975028,40.6440276,875,43 STREET
3009250053,-73.9980469,40.6443542,853,43 STREET
3009250055,-73.9982703,40.6444887,845,43 STREET
3009280013,-73.9782693,40.6833308,564,PACIFIC STREET
3009280051,-73.9770257,40.6825208,427,DEAN STREET
3009490053,-73.9801929,40.6772597,186,5 AVENUE
3009510046,-73.9751391,40.6754389,70,7 AVENUE
3009540046,-73.9756152,40.6747199,94,7 AVENUE
3009550051,-73.9812243,40.6761208,647,PRESIDENT STREET
3009560001,-73.9805539,40.6757693,223,5 AVENUE
3009580007,-73.9832395,40.6764724,586,PRESIDENT STREET
3009580017,-73.9829872,40.6762665,598,PRESIDENT STREET
3009580068,-73.9825943,40.6758822,571,CARROLL STREET
3009630090,-73.9786223,40.6733865,155,GARFIELD PLACE
3009650032,-73.9801471,40.673557,118,GARFIELD PLACE
3009660056,-73.978136,40.6722474,437,1 STREET
3009700009,-73.9821551,40.673722,283,5 AVENUE
3009750011,-73.9825266,40.6730166,376,2 STREET
3009760054,-73.9792647,40.6711167,477,3 STREET
3009870001,-73.986723,40.6722679,363,4 AVENUE
3009880002,-73.9843945,40.671016,375,5 AVENUE
3009930015,-73.9864419,40.6715295,288,6 STREET
3009930072,-73.9870079,40.6714664,277,7 STREET
3009950003,-73.9825312,40.6692892,403,6 AVENUE
3009950005,-73.9824699,40.6693606,399,6 AVENUE
3009970006,-73.9900251,40.6722106,433,3 AVENUE
3009970047,-73.9883309,40.6712662,426,4 AVENUE
3009990038,-73.9833531,40.6692015,400,6 AVENUE
3009990060,-73.9846147,40.6694679,311,8 STREET
3010030038,-73.9888285,40.6709588,438,4 AVENUE
3010100026,-73.987686,40.6693393,288,9 STREET
3010140048,-73.9919972,40.6707093,486,3 AVENUE
3010160005,-73.9889441,40.6693587,304,10 STREET
3010230001,-73.9874016,40.6673576,495,5 AVENUE
3010230069,-73.986706,40.667094,307,12 STREET
3010240081,-73.984893,40.6662182,355,12 STREET
3010280031,-73.9885515,40.6674784,266,12 STREET
3010280054,-73.9889552,40.6673412,247,13 STREET
3010280056,-73.9891102,40.6674154,243,13 STREET
3010280066,-73.9897014,40.6677256,227,13 STREET
3010290020,-73.9868538,40.6666548,312,12 STREET
3010400048,-73.9919436,40.6669902,546,4 AVENUE
3010400064,-73.9929708,40.6675941,111,15 STREET
3010410011,-73.9908261,40.6668885,204,14 STREET
3010420059,-73.98764,40.6650135,257,15 STREET
3010470061,-73.9908912,40.6657522,169,16 STREET
3010470161,-73.9906677,40.6659663,182,15 STREET
3010480032,-73.9876833,40.6645222,270,15 STREET
3010510033,-73.9927511,40.6660789,574,4 AVENUE
3010520044,-73.9902389,40.6649067,572,5 AVENUE
3010540010,-73.9875213,40.6632788,593,6 AVENUE
3010630007,-73.9748401,40.6748542,77,7 AVENUE
3010630021,-73.9739462,40.6744286,206,BERKELEY PLACE
3010650027,-73.9736617,40.6734596,862,UNION STREET
3010770004,-73.9751915,40.6700949,207,8 AVENUE
3010780016,-73.9773579,40.670529,530,2 STREET
3010810003,-73.9762518,40.6688682,315,8 AVENUE
3010810043,-73.9744606,40.6679318,78,PROSPECT PARK WEST
3010820037,-73.9770701,40.6687695,404,8 AVENUE
3010850037,-73.9752179,40.6670152,94,PROSPECT PARK WEST
3010870022,-73.9768292,40.6668783,594,6 STREET
3010930001,-73.9792088,40.6653142,911,8 AVENUE
3010960035,-73.9806941,40.6645158,558,11 STREET
3010970067,-73.9795626,40.66364,493,12 STREET
3011010043,-73.9794369,40.6619684,184,PROSPECT PARK WEST
3011030001,-73.981895,40.6622351,1419,8 AVENUE
3011030009,-73.9815562,40.6624052,442,14 STREET
3011030054,-73.980594,40.6616063,459,15 STREET
3011030071,-73.9816211,40.6621005,417,15 STREET
3011040032,-73.9828719,40.6621968,406,15 STREET
3011050041,-73.9805583,40.6606291,210,PROSPECT PARK WEST
3011060005,-73.9795527,40.6604341,1,PROSPECT PARK SW
3011070021,-73.976367,40.6590172,57,PROSPECT PARK SW
3011070027,-73.9760031,40.6588359,70,PROSPECT PARK SW
3011120001,-73.9857483,40.6614451,497,7 AVENUE
3011130001,-73.9835428,40.6601108,1657,8 AVENUE
3011160063,-73.978195,40.6570331,577,PROSPECT AVENUE
3011310003,-73.9647504,40.6797345,41,UNDERHILL AVENUE
3011360037,-73.9721662,40.680818,546,DEAN STREET
3011410076,-73.9613226,40.6782265,805,BERGEN STREET
3011420087,-73.9581648,40.6775502,879,BERGEN STREET
3011420089,-73.9583559,40.6775915,873,BERGEN STREET
3011420092,-73.9585325,40.6776409,871,BERGEN STREET
3011430008,-73.9743693,40.6803711,249,FLATBUSH AVENUE
